content,score,label,length,tokens,adjectives,verbs,actionable,feedback_type
is the best app did I ever use in my life every time I ask or upload a picture it's really give me what I asked for it's a really good outfits kids and adults and teenagers it's really fun to use,5,positive,195,"['best', 'app', 'ever', 'use', 'life', 'every', 'time', 'ask', 'upload', 'picture', 'really', 'give', 'asked', 'really', 'good', 'outfits', 'kids', 'adults', 'teenagers', 'really', 'fun', 'use']","['best', 'good', 'fun']","['use', 'ask', 'upload', 'give', 'asked', 'use']",False,[]
fast and reliable 👍👍💯💯,5,positive,22,"['fast', 'reliable']","['fast', 'reliable']",[],False,[]
this app is very helpful in any object performance,5,positive,50,"['app', 'helpful', 'object', 'performance']",['helpful'],[],False,[]
it's an amazing time with thiss,5,positive,31,"['amazing', 'time', 'thiss']",['amazing'],[],False,[]
it's a very helpful app creating images takes time but pretty much appreciated 👍🏻👍🏻👍🏻👍🏻,5,positive,87,"['helpful', 'app', 'creating', 'images', 'takes', 'time', 'pretty', 'much', 'appreciated']","['helpful', 'appreciated']","['creating', 'takes']",False,[]
wow and great. thanks to creators,5,positive,33,"['wow', 'great', 'thanks', 'creators']",['great'],[],False,[]
ChatGPT is the new sheriff in town! 👁️😎,5,positive,39,"['chatgpt', 'new', 'sheriff', 'town']",['new'],[],False,[]
need Upgrade to do everything.,4,positive,30,"['need', 'upgrade', 'everything']",[],"['need', 'do']",True,"['request', 'pricing']"
very helpful and thanks for this app,5,positive,36,"['helpful', 'thanks', 'app']",['helpful'],[],False,[]
Powerful tool if used with insight and correcrly,5,positive,48,"['powerful', 'tool', 'used', 'insight', 'correcrly']","['Powerful', 'correcrly']",['used'],False,[]
it's a wonderful experience using chat gpt,5,positive,42,"['wonderful', 'experience', 'using', 'chat', 'gpt']",['wonderful'],['using'],False,[]
so sensational and 1st I really like it,4,positive,39,"['sensational', 'really', 'like']","['sensational', '1st']",['like'],False,[]
very good 👍👍 but some time......,4,positive,32,"['good', 'time']",['good'],[],False,[]
"I love talking to this AI so much, but I don't generate images there, it makes me feel open-minded, and they're really great to talk to, in my opinion.",5,positive,151,"['love', 'talking', 'ai', 'much', 'generate', 'images', 'makes', 'feel', 'open', 'minded', 'really', 'great', 'talk', 'opinion']","['open', 'minded', 'great']","['love', 'talking', 'generate', 'makes', 'feel', 'talk']",False,[]
best app ever made am from. nepal and i loving this app thank. you for developed this app ❤️❤️🇳🇵✅✅,5,positive,98,"['best', 'app', 'ever', 'made', 'nepal', 'loving', 'app', 'thank', 'developed', 'app']",['best'],"['made', 'loving', 'developed', '️']",False,[]
it's really nice and helpful tnx ❤️,5,positive,35,"['really', 'nice', 'helpful', 'tnx']","['nice', 'helpful']",['❤'],False,[]
that's a give your all question answer,5,positive,38,"['give', 'question', 'answer']",[],['give'],False,[]
very cool and seamless,5,positive,22,"['cool', 'seamless']","['cool', 'seamless']",[],False,[]
i really love this app,5,positive,22,"['really', 'love', 'app']",[],['love'],False,[]
I love this app best hai bhai,5,positive,29,"['love', 'app', 'best', 'hai', 'bhai']",['best'],['love'],False,[]
this is a best and popular,5,positive,26,"['best', 'popular']","['best', 'popular']",[],False,[]
it helped me with àll my homework thanks a lot👌😎🧐🥰,5,positive,50,"['helped', 'àll', 'homework', 'thanks', 'lot']",[],['helped'],False,[]
This app is a life guide that teaches you things everything to ask and helps me in my studies a very useful app.,5,positive,112,"['app', 'life', 'guide', 'teaches', 'things', 'everything', 'ask', 'helps', 'studies', 'useful', 'app']",['useful'],"['teaches', 'ask', 'helps']",False,[]
one if the best app I have ever used 😄😄Guy's this is Gold,5,positive,57,"['one', 'best', 'app', 'ever', 'used', 'guy', 'gold']",['best'],['used'],False,[]
wonderful that's all I can say,5,positive,30,"['wonderful', 'say']",['wonderful'],['say'],False,[]
the best friend to talk with and understands me quite easily even some transcription error is corrected.,5,positive,104,"['best', 'friend', 'talk', 'understands', 'quite', 'easily', 'even', 'transcription', 'error', 'corrected']",['best'],"['talk', 'understands', 'corrected']",False,['bug']
it is best app because it helps in my all type of works very friendly and calm,5,positive,78,"['best', 'app', 'helps', 'type', 'works', 'friendly', 'calm']","['best', 'friendly', 'calm']",['helps'],False,[]
very nice it helps us so much,5,positive,29,"['nice', 'helps', 'us', 'much']",['nice'],['helps'],False,[]
best app for students and everyone it give answer whatever your question it was best platform for discuss your problems thank you so much it was a great app for studying,5,positive,169,"['best', 'app', 'students', 'everyone', 'give', 'answer', 'whatever', 'question', 'best', 'platform', 'discuss', 'problems', 'thank', 'much', 'great', 'app', 'studying']","['best', 'best', 'great']","['give', 'discuss', 'thank', 'studying']",False,[]
this is a great app and I recommend it to all who need a great suggestion for whatever,5,positive,86,"['great', 'app', 'recommend', 'need', 'great', 'suggestion', 'whatever']","['great', 'great']","['recommend', 'need']",True,['request']
Very nice application,5,positive,21,"['nice', 'application']",['nice'],[],False,[]
they should have more space when sending pictures to it,5,positive,55,"['space', 'sending', 'pictures']",['more'],"['have', 'sending']",False,[]
it's a very useful thing in this era. we can do anything with this ye s anything,5,positive,80,"['useful', 'thing', 'era', 'anything', 'ye', 'anything']",['useful'],"['do', 's']",False,[]
very nice chatgpt my (name is Vijay Kumar),5,positive,42,"['nice', 'chatgpt', 'name', 'vijay', 'kumar']",['nice'],[],False,[]
Infinix Note 50 pro. need for knowledge app,5,positive,43,"['infinix', 'note', 'pro', 'need', 'knowledge', 'app']",[],[],True,['request']
user friendly and it does what it says,5,positive,38,"['user', 'friendly', 'says']",['friendly'],"['does', 'says']",False,[]
this tool Is Very useful,5,positive,24,"['tool', 'useful']",['useful'],[],False,[]
The best 😘🥰😘💖💕 I have fallen in love with you brooo,5,positive,51,"['best', 'fallen', 'love', 'brooo']","['best', '😘', '😘']","['🥰', 'fallen', 'brooo']",False,[]
This is the best Ai apps I have seen .,5,positive,38,"['best', 'ai', 'apps', 'seen']",['best'],['seen'],False,[]
it helps me in a lot of ways,5,positive,28,"['helps', 'lot', 'ways']",[],['helps'],False,[]
it's very good app to understand the any thing with the step by step very good I am also support this app so,5,positive,108,"['good', 'app', 'understand', 'thing', 'step', 'step', 'good', 'also', 'support', 'app']","['good', 'good']","['understand', 'support']",False,[]
It's is good but I feel some problems in it,4,positive,43,"['good', 'feel', 'problems']",['good'],['feel'],False,[]
the best app I've ever used and the best decision in my life it was such a turning point for the better,5,positive,103,"['best', 'app', 'ever', 'used', 'best', 'decision', 'life', 'turning', 'point', 'better']","['best', 'best', 'better']",['used'],False,[]
soo useful app for anyone and anytime 🙏,5,positive,39,"['soo', 'useful', 'app', 'anyone', 'anytime']",['useful'],['soo'],False,[]
one of the best AI's I've ever used it gives short and good answers il really recommend it.if I could give more than 5 stars I would.,5,positive,133,"['one', 'best', 'ai', 'ever', 'used', 'gives', 'short', 'good', 'answers', 'il', 'really', 'recommend', 'could', 'give', 'stars', 'would']","['best', 'short', 'good', 'more']","['used', 'gives', 'recommend', 'give']",False,[]
changed the way I travel through any achievement (I feel like I can reboot the entire functionality of my life and possibly just got up to speed with technology in a matter of days..,5,positive,182,"['changed', 'way', 'travel', 'achievement', 'feel', 'like', 'reboot', 'entire', 'functionality', 'life', 'possibly', 'got', 'speed', 'technology', 'matter', 'days']",['entire'],"['changed', 'travel', 'feel', 'reboot', 'got', 'speed']",False,[]
"it's a very good app and easy to use , you can try it",5,positive,53,"['good', 'app', 'easy', 'use', 'try']","['good', 'easy']","['use', 'try']",False,[]
give more chance share image,5,positive,28,"['give', 'chance', 'share', 'image']",['more'],['give'],False,[]
great exp totally satisfied,5,positive,27,"['great', 'exp', 'totally', 'satisfied']",[],['satisfied'],False,[]
"Super nice,I love this app",5,positive,26,"['super', 'nice', 'love', 'app']",['nice'],['love'],False,[]
it's all good until they get caught,5,positive,35,"['good', 'get', 'caught']",['good'],['caught'],False,[]
This app is one of the best app i have ever seen,5,positive,48,"['app', 'one', 'best', 'app', 'ever', 'seen']",['best'],['seen'],False,[]
I love Chat. the best assistant one could hire $20 month 😜,5,positive,58,"['love', 'chat', 'best', 'assistant', 'one', 'could', 'hire', 'month']",['best'],"['love', 'hire']",False,[]
"I think it is an absolutely amazing , futuristic and fabulous. I am loving it",4,positive,77,"['think', 'absolutely', 'amazing', 'futuristic', 'fabulous', 'loving']","['amazing', 'futuristic', 'fabulous']","['think', 'loving']",False,[]
"it's fast and most especially free ,I love you,but improve on your development",5,positive,78,"['fast', 'especially', 'free', 'love', 'improve', 'development']","['fast', 'free']","['love', 'improve']",True,"['request', 'pricing']"
love it - can't imagine life without it,5,positive,39,"['love', 'imagine', 'life', 'without']",[],"['love', 'imagine']",False,[]
thanks for the help me,5,positive,22,"['thanks', 'help']",[],[],False,[]
very helpful and time saver accurate app,5,positive,40,"['helpful', 'time', 'saver', 'accurate', 'app']","['helpful', 'saver', 'accurate']",[],False,[]
this is so useful app for students life,5,positive,39,"['useful', 'app', 'students', 'life']",['useful'],[],False,[]
very beautiful app I like the chatgpt app,5,positive,41,"['beautiful', 'app', 'like', 'chatgpt', 'app']",['beautiful'],['like'],False,[]
It's really nice 4 chat,5,positive,23,"['really', 'nice', 'chat']",['nice'],[],False,[]
this is a game changer. you can become the professional you dream of becoming within few weeks.,5,positive,95,"['game', 'changer', 'become', 'professional', 'dream', 'becoming', 'within', 'weeks']","['professional', 'few']","['become', 'becoming']",False,[]
it is very amazing app! spatially for student's &labours because it teaches many things also answer so many questions. shortly I 💞 this platform,5,positive,144,"['amazing', 'app', 'spatially', 'student', 'labours', 'teaches', 'many', 'things', 'also', 'answer', 'many', 'questions', 'shortly', 'platform']","['amazing', 'many', 'many']","['teaches', 'answer', '💞']",False,[]
I'm proud of this so much honestly,5,positive,34,"['proud', 'much', 'honestly']",['proud'],[],False,[]
I have really enjoyed the functionality of this app. it doesn't not have any adds and it's very fast to give feedback. I have never seen anything challenge with it.,5,positive,164,"['really', 'enjoyed', 'functionality', 'app', 'adds', 'fast', 'give', 'feedback', 'never', 'seen', 'anything', 'challenge']",['fast'],"['enjoyed', 'have', 'give', 'seen', 'challenge']",False,[]
"I like it so much , it's great",5,positive,30,"['like', 'much', 'great']",['great'],['like'],False,[]
helps me with everything,5,positive,24,"['helps', 'everything']",[],['helps'],False,[]
it actually good to use when you know how to use it,5,positive,51,"['actually', 'good', 'use', 'know', 'use']",['good'],"['use', 'know', 'use']",False,[]
good kaisi idiots firdos finding someone serious so jao before forgot kapala for good applications for the same time as well as the same time as well as the registered player whether the use of the day I will be in touch with me and the other one is there by by by by by,5,positive,270,"['good', 'kaisi', 'idiots', 'firdos', 'finding', 'someone', 'serious', 'jao', 'forgot', 'kapala', 'good', 'applications', 'time', 'well', 'time', 'well', 'registered', 'player', 'whether', 'use', 'day', 'touch', 'one']","['good', 'kaisi', 'serious', 'good', 'same', 'same', 'other']","['firdos', 'finding', 'registered']",False,[]
"more details cover this app and super feature , develop the knowledge",5,positive,69,"['details', 'cover', 'app', 'super', 'feature', 'develop', 'knowledge']","['more', 'super']","['cover', 'develop']",False,[]
"use chatgpt , because it will help you , but don't overuse it or show overdependency on it",5,positive,90,"['use', 'chatgpt', 'help', 'overuse', 'show', 'overdependency']",[],"['use', 'help', 'overuse', 'show']",False,[]
it's been my companion 😌,5,positive,24,['companion'],['😌'],[],False,[]
chat GPT is good than met Ai,5,positive,28,"['chat', 'gpt', 'good', 'met', 'ai']",['good'],['met'],False,[]
very good but that is problem get plus please remove get plus from Chatgpt,5,positive,74,"['good', 'problem', 'get', 'plus', 'please', 'remove', 'get', 'plus', 'chatgpt']",['good'],"['get', 'remove']",True,[]
